'	492|493|495|496|499|503|506|507|511|520|521|524|526|530|531
polders	529
pole	492|535
police	492|499|506|531
policies	493|494|508|517
policy	486|487|488|489|490|491|492|493|494|495|496|497|498|499|500|501|502|503|504|505|506|507|508|509|510|511|512|513|514|515|516|517|518|519|520|521|522|523|524|525|526|527|528|529|530|531|532|533|534|535
polished	531
politic	518
political	486|492|496|499|503|508|517|518|522|524
politically	492|499|517
politicians	499|517|518|529
politico	496
politics	486|490|499|503|504|517|518|529|531
polkas	504
poll	503|510|522|531
polled	531
polls	531
pollutant	523
pollutants	527
pollution	523|527
polyene	528
polyester	490
polyketide	528
polynomial	535
polynomials	492
polysyllabic	493
polytomies	505
pond	523|527|529
pond-living	527
ponds	490|523|527
pone	527
pony	501
pool	527|531
pooled	499
pools	523|527
poor	486|499|505|506|508|517|531
poorer	523
poorly	491|506|527
pop	491|495|496|504|506|510|515|516|520|521|522|526|529|530|531
pop''	531
pop-Tejano	504
pop-dance	515
pop-gospel	504
pop-music-	496
pop-oriented	504|530
popdirt	506
popeater	506|531
populace	490|518
popular	486|488|491|492|493|496|499|500|501|504|506|515|516|517|518|522|526|529|530|533|534
popularising	488
popularity	486|488|496|499|506|520|521|522|530|531|534
popularized	488|517
popularizing	486|488
populate	499
populated	490|522|524
population	490|492|499|501|503|517|518|519|523|524|527|529|531
population_b2	524
populations	492|518|523|527
populations-legales	524
populous	518|524|529
popwatch	506
porcupine	524
pore	525|528
pores	527|528
pork	503|517
porno	508
pornography	508
porosity	525
port	499|517|529
portability	504
portable	496
portada-lynx	527
portage	503
portal	486|487|488|489|490|491|492|493|494|495|496|497|498|499|500|501|502|503|504|505|506|507|508|509|510|511|512|513|514|515|516|517|518|519|520|521|522|523|524|525|526|527|528|529|530|531|532|533|534|535
portfolio	506
porthole	492
portion	493|499|510|517|518|522
portions	499|503
portrait	499|517|531|533
portraits	517|533
portraiture	533
portray	531
ports	499|517|529
pos	489
pose	505|527|533
posed	499
poses	527|530|531
posiion	519
position	486|492|495|496|499|503|504|506|507|515|517|519|520|521|522|526|527|529|531
positioned	527
positioning	518
positions	486|491|495|496|508|517|527
positive	486|491|506|517|526|531|533|535
possess	494|503|527
possessed	527
possesses	519|529
possessing	527|531
possession	492|499|517|518|531
possessions	517|518|529
possibilities	533
possibility	496|517
possible	487|490|492|499|505|507|508|517|519|520|521|525|528|535
possibly	492|493|499|506|513|519|523|527|529|531
post	486|492|493|496|499|506|507|522|523|532
post-Grammy	531
post-Idol	506
post-gazette	502
post-high	492
post-metal	488
post-mortem	531
post-secondary	492|518
post-techno	488
post-vocalic	503
post_39	510
postage	514
postcount	492
posted	486|502|531
poster	526
posterior	489
posters	508
postgraduate	492
posthumously	531
posting	486|491
postponed	492|506
posts	486|517
posture	523|527
postwar	499
potatoes	492|499
potential	490|496|504|505|506|507|508|527|533
potentially	486|518|522|528|531
pouched	527
pouches	527
pound	492
pounds	492|493|501|517
pours	533
powder	493
power	490|496|499|506|508|517|518|533|535
power-texting	506
powered	486|493
powerful	499|517|524|527|533
powerhouse	496
powerless	531
powers	486|488|494|499|503|504|517|518|524|535
powwow	504
poy	486
pozornicu	531
pp	486|488|489|492|493|499|501|502|503|504|508|517|519|523|524|527|530|533|535
pp36-51	499
ppauf	492
ppen	529
pperl	493
ppn	495
ppp	524
pr	486|489|498|508
practical	529
practically	492|499|519
practice	486|492|493|505|523|527|533
practiced	524
practices	486|504|517
practise	493
praemium	493
prairie	503
praise	491|529|530
praised	506|515|531
praises	496
pre	517
pre-approved	507
pre-clinical	528
pre-dates	493
pre-decimalization	492
pre-fledgling	523
pre-industrial	499
pre-marital	522
pre-recorded	496|507
pre-release	486
pre-rock	522
pre-season	506
pre-war	499
preached	517
preaching	517
prearrangement	514
prearticular	527
precautionary	531
precede	492
preceded	503|522
precedents	499
preceding	492|493|503|520|521|522
precipitation	529
precise	490|497|516|527
precision	525
precludes	527
precursor	517
predaja	486
predated	527
predates	493
predation	523|527
predator	527
predators	505|523|527
predatory	527
predecessor	496
predicated	517
predict	522|523
predicted	490|492|522
prediction	522
predictions	490|522
predominant	492|519|524
predominantly	496|505|517|523|524|527
predominated	523
predominates	492|493
preeminence	499
preen	523
preening	523
preface	493
prefer	492|493
preferable	493
preference	492|505|523
preferences	486|493|503
preferential	506
preferred	492|493|505|506|523|527|528|529
preferring	493|505|522|524|533
prefers	492|493|503|505|523
prefix	487|493|523
prefixes	493
prehensile	527
prehistoric	527
prejudice	506
prelates	529
preliminary	493|499|506|518
preliminary-round	506
prelingual	519
premarital	530
premature	499
prematurely	531
premier	529
premiere	496|506|507|522|526|531|533
premiered	491|496|506|507|522
premiereradio	522
premieres	496|506
premise	499|517
premises	492|531
premolar	489
prep	492
preparation	518|525|528
preparations	528
preparatory	492
prepare	492
prepared	499|517|518|527
prepares	492
preparing	492
preposition	492|503
prepositional	492|503
prepositions	492|503
preprinted	492
presage	486
prescribed	492
presence	486|488|489|496|506|517|519|522|523|524|527|529
present	487|489|491|492|493|496|499|501|502|503|504|506|507|508|510|517|519|522|523|527|529|530
present-day	492|517|529
presentation	496|515|519|529
presentations	508
presented	496|497|498|499|502|506|514|517|522|527|533
presently	503
presents	517
preservation	499|523|525
preserve	490|493|499|517
preserved	493|496|499|504
preserving	499|519|529
presidency	499|518
president	496|499|506|508|514|517|520|521|531
presidential	486|499|518
presidents	508|514
presiding	517
presley_21_1	508
press	486|488|490|492|499|508|518|520|521|527|529|530|531
press-releases	486
press-room	506
press_releases_0	529
press_room	529
pressed	531
pressing	499
pressrel	506
pressreleases	508|531
pressreleases2009	508
pressreleasesbucket	508
pressroom	486
pressure	486|499|503|504|506|533
pressured	508
prestige	520|521
prestigious	492|498|502|503
presumably	533
presumed	506|507
pretence	493
pretense	493
pretension	493
preterite	492
preterits	492
pretribosphenic	489
pretty	495|526
prevail	493|499
prevailed	520|521
prevailing	489|493|517|529
prevails	493|503
prevalence	503
prevalent	492|493|503|520|521|523|524
prevent	490|492|499|501|508|523|527|528
prevented	499|518
preventing	499
prevents	493|527
preview	515
previews	520|521|522|529
previous	489|490|491|496|497|502|504|506|507|510|522|529|530|531
previously	495|496|499|506|507|517|522|527|529|530|531|532
prey	523|527
preying	527
price	486|496|499|506|531|533
prices	486|492|499|501|506|517|533
pricing	486
pride	506|517
priests	529
prijs	529
primaeval	493
primarily	486|488|496|499|504|508|517|518|519|523|524|527|529
primary	492|494|496|499|503|505|508|517|518|523|524|528|529
prime	486|492|496|499|506|535
prime-time	496|506
primes	535
primetime	496|506
primeval	493
primitive	489|527
primus	493
principal	492|499|529
principally	527
principle	492|496|499|517|535
principles	499|508|517|525|529
print	486|487|506|509|524|531|533
printPress	530
printable	490
printed	492|514|529
printerfriendly	506
printers	529
printing	486|493
prints	533
printsec	506|519
prior	490|499|506|507|517|518|519|522|531
priorities	529
prioritize	503
prise	493
prison	492|499|531
prisoner	499
prisoners	499|517
prisons	499
privacy	486|508
private	486|492|493|496|517|518|529|531|533
private-label	486
privately	492|506|518|519|529
privilege	506|517|529
privileges	506
prize	493|499|503|517|529
prnewswire	486|506|526
pro	499|503|504|517
pro-Catholic	517
pro-Confederate	499
pro-South	499
pro-Union	499
pro-Vietnam	508
pro-active	501
pro-independence	517
pro-slavery	499
probabilistic	535
probability	490|523|525|535
probable	525|533
probably	489|491|492|493|501|503|525|527|530|533
probe	506|523|531
probing	523
problem	486|492|499|531|535
problematic	533
problems	492|508|529|531|535
proc	528
procedurals	496
procedure	506|513|525|529
procedures	517
proceed	506
proceeded	499|507|529
proceedings	531
proceeds	499|525
process	486|492|496|499|503|506|507|517|518|519|524|525|526|527
processed	486|488|519
processes	518|519|523|527|534
processing	486|488
procession	529
processions	529
processors	486
proclaim	492
proclaimed	499
proclaiming	486|531
proclamation	499|517
proctor	492
proctors	492
procured	499
prodType	503
produce	490|496|501|505|506|527|529|530
produced	486|488|490|495|496|499|500|501|505|506|513|515|517|519|522|525|526|527|530|531|533
producer	486|496|506|507|510|526|531
producers	487|496|498|506|507|522|526
produces	486|496|501|505|506|527
producing	486|489|496|499|507|516|522|527
product	486|487|490|506|520|521|525|527|531|535
product's	487
product-shilling	506
product_alerts	486
product_info	505
production	486|496|497|498|499|506|507|508|519|522|526|528|530|531
productions	496|522|529|531
productive	503|506|519
productivity	525
products	486|487|493|497|506|517|520|521|524|527|528|529
products_id	505
productview	503
proethics	508
profess	524
profession	508
professional	492|497|499|506|508|518|528|531
professionalism	508
professionally	492
professionals	493|514|529
professions	492
professor	492
profile	493|503|508|517|518
profiles	501
profimedia	486
profit	486
profitability	486|496
profitable	499|506|516
profits	496|504
profondeur	533
profound	504|517
progeny	523|527
program	486|488|490|492|493|496|499|501|503|504|506|508|514|517|518|520|521|522|529|531
programakkoord	529
programm	486
programmaraadnieuws	529
programmatic	486
programme	492|493|503|522|529|531
programmed	488
programmer	496
programmers	492|515
programming	486|492|496|506|522|526|529
programs	486|488|492|493|496|497|499|500|503|504|506|508|513|514|517|519|522
progress	486|507|520|521
progressed	491
progresses	526
progression	535
progressions	535
progressive	488|519
progressively	492
prohibit	517|522
prohibited	517|529
prohibiting	513
prohibition	517
proinflammatory	528
project	490|494|503|508|515|527|530|531
projected	519
projection	524
projects	492|494|499|508|518|520|521|526|527|529|531
prolactin	527
proliferation	519
prolific	486
prolonged	496|506|527
prominence	488|496|514
prominent	489|499|504|506|514|517|520|521|524|529|533
prominently	506|509
promise	517|529
promised	496|499
promises	517|531
promising	496|506|517
promissory	517
promo	515|526|530
promote	486|499|506|507|508|515|527|531
promoted	496|506|517|522|529
promoter	510|531
promotes	488|506|508
promoting	496|507|529
promotion	486|506|508|510|531
promotional	506|520|521
promotions	506
prompted	495|529
prompting	495|496
promulgated	517|518
promusicae	526
pron	490
prone	499|524
pronoun	492|519
pronounce	492|503
pronounced	492|493|503|505|522|531
pronouncing	492
pronouns	519
pronunciation	492|493|503
pronunciations	493|503
proof	493|499|535
proofs	535
prop	527
propaganda	499|517
propagation	519
propelled	493|496|506|527
proper	486|492|493|499|501|503|519|524|529
properly	492|535
propertied	517
properties	486|496|499|519|527|528|529|533|535
property	486|496|499|503|517|518|529
prophylactic	528
proponent	492|493
proportion	499|517|523|527|531
proportion'	506
proposal	492|506|519
proposals	486
propose	517
proposed	487|489|492|493|496|499|506|508|517|519|523
proposition	503
proprietary	487|502
propulsion	527
prosecution	531
prosecutor	531
proslavery	499
prosodic	519
prospect	503
prosperity	496|499|517|529
prosperous	499|529
prostaglandin	528
prostate	527
prostitution	529
prostrate	517
protagonists	533
protect	493|499|508|520|521|527
protected	499|517|529|531
protecting	527
protection	486|496|499|508|509|517
protectionism	499
protective	527
protects	520|521|527
protein	505|525
proteins	525|527
proteinsoffrogfoamnests	527
protest	490|492|518
protested	492|499|508|517|518|524
protesters	486
protests	486|499|517
proto-frog	527
proto-frogs	527
protocol	486
protocols	494|518
protocone	489
protoconid	489
protozoa	523
protozoan	528
protruded	527
prov	529
provable	493
prove	492|496|499|517|535
proved	486|492|493|496|499|506|531|535
proven	492|496|506|519|522|535
proves	506
provide	486|490|492|496|499|504|505|508|517|518|522|523|525|527|530
provided	486|487|492|496|499|504|505|517|519|522|527|529|535
providence	517
provider	486|506|522|526
providers	486|496|520|521
provides	486|488|496|501|506|508|515|518
providing	486|488|490|517|520|521
province	524|529
provinces	494
provincial	517|529|533
provision	486|499|508
provisional	499
provisions	517|518
provocative	517
provoked	506|507
proxies	514
proximity	492|524|527|529
pry	493|503
psaltria	505
pseudo-arnica	490
pseudonyms	486
psychedelic	488
psychiatrist	531
psychological	488|490|531
psychologist	531
psychology	517
pub	519|531
pubic	492|517
public	486|490|491|492|494|496|499|501|503|504|506|508|510|517|518|519|520|521|524|529|530|531|533
publica	517
publicaciones	505
publicaties	529
publication	493|508|509|514|529
publication's	492
publications	490|492|493|494|497|517|518|523|524
publicist	531
publicity	496|526
publicized	529
publicly	490|508|531
publieksevenement	529
publish	486|529
published	487|489|492|493|499|502|504|514|515|517|518|522|523|524|527|531|532|533|534|535
publisher	486|509|510|520|521
publisher's	495
publishers	486|492|520|521|531
publishersweekly	509
publishes	494|508
publishing	486|492|493|502|508|509|514|517|522|531
pubmed	528
pubs	518|524
pufferfish	527
pull	533
pulled	490|496|499|522|531
pulley	533
pulling	493|505
pullout	490
pulls	496|517|531
pulmonal	528
pulmonary	527|528
pulp	529
pulse	531
pump	518|527|533
pumped	527|533
pumping	527|533
pumps	527|533
punch	531
punched	531
punching	531
punctuate	493
punctuated	492|504
punctuation	492|493
pundits	506
punished	515
punishment	492|499|503|504|517
punk	503|504|516|520|521|522|531
punt	492
pupil	492
pupillage	493
pupils	492|519|529
purchase	486|495|496|499|509
purchased	496|499|501|514|517|522|533
purchases	486|498
pure	503
purebred	501
purely	499|529|535
puritanical	499
purity	530
purl	490
purple-tinted	523
purpose	490|492|499|508|520|521|527|529|535
purposes	490|492|497|499|514|517|527
purse	517
pursue	492|506|520|521|530
pursues	492|505
pursuing	517
pursuits	514
purview	517
push	486|492|531
push-pins	496
pushbutton	486
pushed	499|506|529
pushing	499|517|527
pustulosus	527
put	486|492|493|496|499|503|506|508|517|522|530|533|534
put-stick-your-oar-in	492
putatively	489
puts	486|488|506
putten	503
putter	503|518
putters	518
putting	522|527|530|531
pw	509
py	493
pygmaeus	523
pyjamas	493
pyl	529
q	486|505|506|515|519|523|524|526|527|529|535
q7GjDIyyWegC	527
q_HIcc8n3K4C	499
qa	493
qa-pun1	493
qg4EAAAAMBAJ	506
qid	487|491
qu'est-ce	487
quadramaculatus	527
quadrilateral	492
quageo	525
quake	518
qualification	514
qualifications	514|517
qualifier	492|518
qualifiers	518
qualify	506|518
qualifying	518
qualities	488
quality	488|498|505|516|523|529
quality_survey	529
quantitative	535
quantitatively	490
quantities	527
quantity	492|527
quarreled	493
quarrelled	493
quarter	486|492|493|499|524|529
quarterback	503
quartered	517
quarterfinals	507
quarters	506|517
quartet	499
quasi-governmental	494
quays	529
qubo	496
que	487|527
queda	507
queen	531
queries	486
query	493|499|530
query_src	527
ques	529
quest	489
questia	517
question	489|492|493|499|503|508|514|519|522|523|535
questionable	531
questioned	489|531
questioning	493|496
questions	496|499|508|515
queue	486|492
queuing	492
quez-de-Salamanca	505
quick	498
quicken	533
quickly	490|495|496|501|505|517|522|527|529|531
quid	492
quids	492
quiet	488|505|527|531
quieter	527
quietly	486|499|517|527
quilt	486
quin	493
quint	493
quintuplet	493
quire	493
quit	503|506|531
quite	492|493|496|518|519|522|524|527|531|535
quitter	503
quitting	506|531
quiz-show	496
quod	499|517
quota	499
quotable	493
quotas	499
quotation	492|493|503
quotations	492|508|522
quote	487|488|499|517|525|531
quoted	492|493|517|531
quotes	488|493
quoting	492
r	493|495|503|515|518|519|524|529|535
r-colored	503
r8GyUMLgJMjr0gG334GADw	519
rDNA	527
rQSYk-LWTxcC	499
ra	486|493
rabbit	519
raccoon	503|523
race	499|506|508|529
racecar	492
racemisation	525
racemization	525
races	529
racially	519
racing	492|501|529
racism	499
racist	506
rack	493
racks	529
racy	506
rad	490
radar	490
radiation	490|505|527
radiations	527
radical	499|508|517
radicalbutton	508
radicals	517
radici	486
radikal	529
radio	488|492|495|496|504|506|508|510|515|520|521|522|529|530|531
